,title,date,company,rating,salary,location,summary,requirements
160,Senior Data Scientist,1 day ago,Harnham,4.6,"£55,000 - £60,000 a year",London,"Using your own expertise to come up with innovative solutions to solve potential problems on the data that is gathered.£55,000 - £60,000 + BENEFITS + BONUS.",
161,Bioinformatics Data Scientist,5 days ago,Paramount Recruitment Ltd,,,London,"A PhD in a quantitative discipline such as Statistical Genetics, Mathematics, Physics or similar or equivalent work experience -Familiar with a wide range…",
162,2021 Applied AI & Machine Learning - Off-Cycle Internship (L...,1 day ago,"JPMorgan Chase Bank, N.A.",3.9,,London,"Knowledge of machine learning / data science theory, techniques and tools.Experience with big-data technologies such as Hadoop, Tensorflow, Spark, SparkML, et…",
163,Customer Analytics Data Scientist - Senior Associate,30+ days ago,PwC,4,,London,"Propose data science problem solving approaches.Prototype, test and improve new data science models.Strong technical expertise in data science, statistical…",
164,System Administrator: Secure Data Science Institute Administ...,21 days ago,Lancaster University,4.3,"£34,804 - £40,322 a year",Lancaster,"We have an exciting opportunity at Lancaster University to appoint an applicant to work in creating a Secure Data Science Institute infrastructure on premise,…",
165,"Core Data Science, PhD Intern (London 2021)",26 days ago,Facebook,4.2,,London,"Think creatively, proactively, and futuristically to identify new opportunities within Facebook's long term roadmap for data-scientific contributions.",
166,Data Scientist (Python),Today,Understanding Recruitment,,"£50,000 - £55,000 a year",Oxford,As a Data Scientist you will be collaborating with various teams for building and developing machine learning and statistical algorithms to analyse data.,
167,Machine Learning Engineer Ref. 2148,3 days ago,UK Government - MI5,,"£53,140 a year",London,"Act as a software engineering subject matter expert within the data science community, assisting the development of others and providing guidance and specialist…",
168,Data Scientist,24 days ago,Aspire,,£150 - £300 a day,West End,"Experience with marketing technology and analysing website data - i.e. data from Google Analytics 360, Tealium, or Omniture/Adobe Analytics.",
169,Data Scientist,30+ days ago,Dynamix Recruitment Ltd,,"£60,000 - £70,000 a year",Bolton,"As a senior data scientist within the exciting, new claims advanced analytics capability, you will be building end to end data science solutions to solve some…",
170,Senior Data Scientist - Marketing / Growth,4 days ago,Cuvva,,"£60,000 a year",London,"Own the build out of Cuvva’s marketing data analysis stack including data pipeline, tagging and attribution modelling.Head of Data & Pricing Analytics.",
171,Principle Data Scientist,13 days ago,AstraZeneca,4.1,,Cambridge CB2 8PA,"High proficiency in exploratory data analysis, data profiling and feature engineering on large, structured and unstructured datasets.",
172,Data Scientist,30+ days ago,Heat Recruitment,3.8,"£60,000 - £90,000 a year",Oxford,"You will be a highly experienced data scientist, with a strong academic background in statistics.Excellent knowledge of experimental design, data manipulation…",
173,Data Scientist / ML Engineer,30+ days ago,Novafutur,,,London,Ability to analyse big data sets coming from heterogeneous producers both in real time and offline.Apply complex algorithms producing readable reports using BI…,
174,2021 Summer Internship - Consulting,19 days ago,BAE Systems Applied Intelligence,3.5,"£16,800 a year",London,You will creatively apply data science approaches to develop analytic results which turn data into information - information into knowledge and insights - and…,
175,Data Scientist,10 days ago,Datatech Analytics,,,London,Excellent experience in data wrangling.Solid experience in using tools to extract data.Identify key issues from a mass of data.,
176,Data Scientist,30+ days ago,Consortia,,"£55,000 - £65,000 a year",London,"The ability to spot opportunities within data and act on them.I’m on the hunt for a Data Scientist eager to join a passionate data team, working with vast data…",
177,Data Scientist,30+ days ago,Colt Technology Services,4,,London,Understanding of the interaction of alternate technologies with incumbent technology (looking for industry / technology awareness).,
178,Principal Data Scientist,20 days ago,Expedia Group,3.9,,London EC1V 4EX,Good data manipulation skills required including cleaning and managing data;Experience with data visualization tools and packages.,
179,Data Scientist,12 days ago,The One Group,3.3,,Cambridge,"You will be able to cover the entire Data Science and Machine Learning life cycle, from exploration through to deployment.",
180,Data Science Intern (Summer 2021),3 days ago,CrowdStrike,,,London,"Hands on in your approach to understanding data and learning about new fields.Undergraduate or Masters Student studying computer science, data science student…",
181,Machine Learning Intern (10x Team),30+ days ago,Ocado Group,3,,Hatfield,You will be required to obtain and interpret data from various sources and create products for internal and external consumption.,
182,Data Science Professional,24 days ago,BT,3.8,,Birmingham,"Be confident extracting and manipulating data from various data stores.Mines and analysis big data sets, leveraging data science skills and techniques to…",
183,Genomic Data Scientist,30+ days ago,GSK,4.2,,Stevenage SG1,"Participate in project teams of GSK scientists and external collaborators to develop novel genetic data analyses, providing and following best practices of…",
184,Senior Data Scientist,30+ days ago,On The Beach,3.5,,Cheadle,In this role you will have a unique opportunity to leverage your experience and technical expertise to help shape decision making throughout Marketing and the…,
185,Applied Scientist - NLP,9 days ago,Evi Technologies Limited,3.6,,Cambridge,"To achieve our ambition we need to develop methods that lie beyond the cutting edge academic and industrial research of today and as a scientist, you will bring…",
186,Senior Data Scientist,5 days ago,aia worldwide,4,,London,Working with Product to define data collection and modeling frameworks.Experience in “Ad Tech” data science principles a huge plus.,
187,Data Scientist I,30+ days ago,British American Tobacco,4.4,,Southampton,Participate in relevant cross R&D forums related to data science and big data.The New Sciences group are looking for a data scientist that will help us…,
188,Data Scientist,10 days ago,Opus Recruitment Solutions,4.6,"£50,000 - £65,000 a year",Oxford,"Data Scientist | Machine Learning | Up to £65,000 | Oxford | Flexible and Remote.Python | Pandas | Numpy | SciKit – Learn | SQL | Big Data | AWS | Git | and…",
189,Lead Data Scientist,30+ days ago,Marks & Spencer,3.9,,Paddington,"Proficient with SQL and NoSQL data bases.Expert in mining large and complex data sets - both structures and unstructured extraction of data, transformation and…",
190,Graduate – Applied Scientist / Theoretical Scientist (Physic...,20 days ago,AWE,3.4,"£1,000 a month",Reading,"Our physicists conduct research in some of the most challenging, complex and exciting areas of science in the UK.",
191,Data Engineering & Analytics,30+ days ago,STEM Graduates,,"£32,000 a year",London,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.,
